Project ID,LOC,FP,UCP,Effort (person-hours),Development Time (months),Team Size,Project Type,Language Type,Primary Programming Language,Count Approach,Application Group,Application Type,Development Type,Defect Density,Productivity,Schedule
688,24.9,422,417.64,5440,17,2,Embedded,3GL,C#,IFPUG 4+,Business Application,Internet Banking,Other,1.01,12.412,17
689,22.77,386,375.73,11520,18,4,Web,3GL,C#,FiSMA,Business Application,Transaction System,Re-development,1.41,5.361,18
690,66.0,825,802.12,15360,12,8,Web,3GL,.Net,NESMA,Real-Time Application,IT Management,New Development,1.54,8.594,12
691,13.5,225,231.5,3200,4,5,Embedded,3GL,C++,COSMIC,Infrastructure Software,Human Resources,Not Defined,2.33,11.25,4
692,38.76,646,659.61,28160,16,11,Enterprise,3GL,C++,FiSMA,Mathematically Intensive Application,E-Business,Other,1.04,3.67,16
693,6.96,118,110.94,1440,3,3,Mobile,3GL,C#,IFPUG 4+,Business Application,Website,Other,0.32,13.111,3
694,51.28,641,578.74,1920,6,2,Embedded,3GL,Python,IFPUG 4+,Mathematically Intensive Application,Air Traffic Management,Re-development,4.34,53.417,6
695,8.0,100,91.38,3200,10,2,Mobile,3GL,PHP,COSMIC,Infrastructure Software,Air Traffic Management,Enhancement,4.75,5.0,10
696,5.74,287,305.9,2880,6,3,Enterprise,4GL,Oracle Forms,IFPUG 4+,Real-Time Application,Human Resources,Other,1.11,15.944,6
697,64.16,802,728.91,7040,4,11,Web,3GL,.Net,IFPUG 4+,Mathematically Intensive Application,E-Business,Enhancement,1.31,18.227,4
698,38.64,483,501.1,5120,8,4,Embedded,3GL,ASP.Net,FiSMA,Infrastructure Software,Human Resources,Enhancement,2.22,15.094,8
699,54.64,683,622.28,33600,15,14,Web,3GL,.Net,IFPUG 4+,Infrastructure Software,Transaction System,Not Defined,4.79,3.252,15
700,31.12,389,350.57,8320,13,4,Embedded,3GL,ASP.Net,FiSMA,Infrastructure Software,Website,Other,4.48,7.481,13
701,13.2,165,166.27,5760,4,9,Enterprise,3GL,PHP,COSMIC,Business Application,Transaction System,Enhancement,1.23,4.583,4
702,60.4,755,751.72,1920,4,3,Mobile,3GL,PHP,FiSMA,Mathematically Intensive Application,Air Traffic Management,Re-development,3.84,62.917,4
703,22.64,283,271.41,3200,4,5,Embedded,3GL,Javascript,NESMA,Mathematically Intensive Application,Internet Banking,Re-development,2.12,14.15,4
704,25.12,314,340.96,4320,9,3,Embedded,3GL,Python,IFPUG 4+,Infrastructure Software,Human Resources,Other,4.62,11.63,9
705,66.56,832,797.33,4320,3,9,Web,3GL,.Net,COSMIC,Infrastructure Software,Transaction System,New Development,3.2,30.815,3
706,113.81,769,767.38,5600,5,7,Web,3GL,C,IFPUG 4+,Real-Time Application,Internet Banking,Other,2.43,21.971,5
707,60.98,412,433.39,1920,3,4,Mobile,3GL,C,FiSMA,Real-Time Application,Human Resources,Enhancement,3.88,34.333,3
708,12.86,643,671.89,11520,6,12,Enterprise,4GL,ABAP,COSMIC,Real-Time Application,Website,Other,1.01,8.931,6
709,53.04,663,638.94,10240,16,4,Web,3GL,PHP,FiSMA,Business Application,Human Resources,Enhancement,0.8,10.359,16
710,78.16,977,1040.02,13600,17,5,Mobile,3GL,Python,COSMIC,Real-Time Application,Air Traffic Management,Enhancement,3.21,11.494,17
711,64.16,802,741.04,5760,9,4,Mobile,3GL,Javascript,FiSMA,Business Application,Air Traffic Management,Not Defined,1.14,22.278,9
712,6.55,111,110.93,1920,4,3,Mobile,3GL,C#,FiSMA,Mathematically Intensive Application,Air Traffic Management,New Development,1.54,9.25,4
713,36.24,453,473.09,4480,14,2,Mobile,3GL,Python,FiSMA,Real-Time Application,IT Management,Not Defined,2.61,16.179,14
714,79.92,540,486.01,28800,15,12,Web,3GL,C,FiSMA,Business Application,Human Resources,Other,0.26,3.0,15
715,15.6,195,206.57,4320,9,3,Enterprise,3GL,.Net,COSMIC,Real-Time Application,Human Resources,Not Defined,3.33,7.222,9
716,11.38,875,875.33,15680,14,7,Enterprise,4GL,SQL,FiSMA,Real-Time Application,Air Traffic Management,Other,1.16,8.929,14
717,20.48,256,278.06,960,3,2,Embedded,3GL,ASP.Net,FiSMA,Real-Time Application,Internet Banking,Not Defined,1.52,42.667,3
718,18.88,236,232.29,13440,6,14,Web,3GL,Python,COSMIC,Real-Time Application,Air Traffic Management,Enhancement,4.16,2.81,6
719,73.44,918,866.02,3840,8,3,Web,3GL,Python,FiSMA,Infrastructure Software,Air Traffic Management,Enhancement,2.51,38.25,8
720,63.2,790,725.11,4320,9,3,Mobile,3GL,ASP.Net,IFPUG 4+,Infrastructure Software,IT Management,Re-development,2.98,29.259,9
721,74.16,927,892.95,14400,9,10,Web,3GL,Javascript,NESMA,Real-Time Application,Air Traffic Management,Other,1.02,10.3,9
722,9.76,122,116.0,9600,15,4,Mobile,3GL,PHP,IFPUG 4+,Infrastructure Software,E-Business,Enhancement,1.73,2.033,15
723,38.1,635,668.15,1920,6,2,Mobile,3GL,C++,IFPUG 4+,Infrastructure Software,E-Business,Enhancement,3.81,52.917,6
724,56.4,705,723.96,4800,5,6,Enterprise,3GL,Python,NESMA,Business Application,Human Resources,Re-development,1.02,23.5,5
725,23.52,392,354.69,8960,8,7,Web,3GL,Java,NESMA,Real-Time Application,Internet Banking,Not Defined,4.83,7.0,8
726,38.34,639,685.75,10880,17,4,Mobile,3GL,Java,NESMA,Infrastructure Software,Internet Banking,Other,1.44,9.397,17
727,43.35,867,844.23,8800,11,5,Mobile,3GL,Visual Basic,FiSMA,Infrastructure Software,Human Resources,Re-development,1.21,15.764,11
728,5.6,112,110.13,1920,6,2,Embedded,3GL,Visual Basic,IFPUG 4+,Infrastructure Software,IT Management,Not Defined,4.4,9.333,6
729,36.99,627,610.84,6240,13,3,Mobile,3GL,C#,IFPUG 4+,Infrastructure Software,Website,Other,3.92,16.077,13
730,11.94,199,206.08,4800,15,2,Embedded,3GL,C++,IFPUG 4+,Infrastructure Software,IT Management,Other,2.18,6.633,15
731,66.16,827,821.28,3840,4,6,Web,3GL,Python,IFPUG 4+,Business Application,IT Management,Enhancement,1.16,34.458,4
732,34.0,425,409.91,15680,14,7,Web,3GL,PHP,NESMA,Mathematically Intensive Application,Internet Banking,New Development,3.85,4.337,14
733,32.22,537,545.5,4480,14,2,Embedded,3GL,Java,NESMA,Real-Time Application,Transaction System,Other,1.17,19.179,14
734,49.92,624,565.22,10240,8,8,Web,3GL,PHP,COSMIC,Mathematically Intensive Application,IT Management,Enhancement,3.06,9.75,8
735,11.44,143,130.13,30720,16,12,Web,3GL,.Net,NESMA,Mathematically Intensive Application,Air Traffic Management,New Development,1.97,0.745,16
736,10.05,201,187.68,3840,3,8,Web,3GL,Visual Basic,IFPUG 4+,Business Application,IT Management,Enhancement,0.36,8.375,3
737,3.08,237,237.74,13600,17,5,Enterprise,4GL,SQL,COSMIC,Real-Time Application,Human Resources,Other,0.63,2.788,17
738,17.58,879,931.31,24000,15,10,Enterprise,4GL,PowerBuilder,FiSMA,Mathematically Intensive Application,Human Resources,Not Defined,0.8,5.86,15
739,67.12,839,762.09,3840,8,3,Mobile,3GL,PHP,NESMA,Infrastructure Software,Transaction System,Other,4.05,34.958,8
740,17.44,218,229.95,1920,3,4,Embedded,3GL,.Net,FiSMA,Mathematically Intensive Application,Internet Banking,Not Defined,3.09,18.167,3
741,47.02,797,853.93,3360,7,3,Mobile,3GL,C#,COSMIC,Real-Time Application,Internet Banking,Enhancement,1.31,37.952,7
742,16.44,274,268.72,4480,7,4,Web,3GL,Java,NESMA,Mathematically Intensive Application,Internet Banking,Other,2.06,9.786,7
743,50.1,835,775.99,4320,9,3,Web,3GL,C++,NESMA,Business Application,Internet Banking,New Development,0.87,30.926,9
744,68.4,855,879.26,14400,18,5,Mobile,3GL,Javascript,NESMA,Business Application,E-Business,Re-development,0.94,9.5,18
745,37.76,472,485.83,3840,6,4,Mobile,3GL,ASP.Net,IFPUG 4+,Business Application,Human Resources,Not Defined,1.3,19.667,6
746,27.8,556,561.22,2400,3,5,Embedded,3GL,Visual Basic,FiSMA,Business Application,Internet Banking,Enhancement,0.99,37.067,3
747,48.24,603,597.93,6240,13,3,Embedded,3GL,Javascript,IFPUG 4+,Infrastructure Software,Internet Banking,Other,2.21,15.462,13
748,5.88,294,314.88,2560,4,4,Enterprise,4GL,Oracle Forms,COSMIC,Business Application,Transaction System,Enhancement,0.83,18.375,4
749,10.68,178,161.26,26880,12,14,Web,3GL,C++,IFPUG 4+,Mathematically Intensive Application,Internet Banking,Not Defined,3.33,1.06,12
750,16.24,203,222.14,11200,10,7,Enterprise,3GL,PHP,COSMIC,Business Application,Human Resources,New Development,1.49,2.9,10
751,42.64,533,514.06,17920,8,14,Web,3GL,Python,FiSMA,Mathematically Intensive Application,Transaction System,Re-development,2.46,4.759,8
752,33.5,670,700.23,7680,12,4,Mobile,3GL,Visual Basic,COSMIC,Real-Time Application,IT Management,Other,4.58,13.958,12
753,9.92,124,121.29,10400,13,5,Web,3GL,.Net,COSMIC,Real-Time Application,Website,New Development,4.93,1.908,13
754,44.4,555,534.8,29120,13,14,Web,3GL,Python,FiSMA,Mathematically Intensive Application,E-Business,Other,2.04,3.049,13
755,7.4,148,162.02,12800,10,8,Enterprise,3GL,Visual Basic,FiSMA,Real-Time Application,IT Management,Other,3.9,1.85,10
756,40.08,668,720.12,5120,16,2,Embedded,3GL,Java,FiSMA,Real-Time Application,Human Resources,Not Defined,1.25,20.875,16
757,68.16,852,846.09,5760,6,6,Web,3GL,Javascript,IFPUG 4+,Mathematically Intensive Application,E-Business,Not Defined,1.92,23.667,6
758,20.82,347,321.62,3840,8,3,Mobile,3GL,Java,FiSMA,Real-Time Application,Transaction System,Other,3.12,14.458,8
759,9.12,114,106.64,13440,7,12,Web,3GL,.Net,COSMIC,Mathematically Intensive Application,E-Business,Not Defined,4.85,1.357,7
760,9.78,489,502.43,20480,16,8,Enterprise,4GL,Oracle Forms,NESMA,Mathematically Intensive Application,Transaction System,Enhancement,0.8,3.82,16
761,16.26,813,827.66,12800,16,5,Enterprise,4GL,Oracle Forms,NESMA,Infrastructure Software,Air Traffic Management,Enhancement,1.32,10.162,16
762,12.38,619,631.95,29120,14,13,Enterprise,4GL,Oracle Forms,COSMIC,Mathematically Intensive Application,Air Traffic Management,New Development,1.3,3.401,14
763,50.21,851,850.57,8320,13,4,Web,3GL,C#,NESMA,Business Application,Internet Banking,Other,0.71,16.365,13
764,47.28,591,588.67,4800,5,6,Web,3GL,Javascript,FiSMA,Mathematically Intensive Application,IT Management,Other,2.99,19.7,5
765,15.9,795,851.58,30720,16,12,Enterprise,4GL,ABAP,NESMA,Infrastructure Software,Internet Banking,Other,0.94,4.141,16
766,35.22,238,236.05,2400,5,3,Mobile,3GL,C,NESMA,Real-Time Application,Website,New Development,1.7,15.867,5
767,19.38,969,1029.31,15360,8,12,Enterprise,4GL,Oracle Forms,NESMA,Business Application,Human Resources,Other,0.45,10.094,8
768,78.56,982,1027.59,1280,4,2,Embedded,3GL,ASP.Net,IFPUG 4+,Business Application,Human Resources,Enhancement,1.11,122.75,4
769,45.5,910,913.91,1920,4,3,Embedded,3GL,Visual Basic,IFPUG 4+,Mathematically Intensive Application,Transaction System,Other,4.03,75.833,4
770,4.8,240,260.5,16320,17,6,Enterprise,4GL,ABAP,COSMIC,Mathematically Intensive Application,IT Management,Other,0.5,2.353,17
771,10.52,526,561.06,12480,6,13,Enterprise,4GL,PowerBuilder,NESMA,Infrastructure Software,IT Management,Re-development,0.93,6.744,6
772,76.24,953,1034.5,24640,11,14,Enterprise,3GL,.Net,NESMA,Infrastructure Software,Website,Enhancement,4.34,6.188,11
773,38.17,647,628.5,11200,14,5,Mobile,3GL,C#,FiSMA,Infrastructure Software,Website,Not Defined,1.91,9.243,14
774,16.2,270,245.49,6720,14,3,Embedded,3GL,Java,COSMIC,Infrastructure Software,IT Management,New Development,1.71,6.429,14
775,53.28,666,696.48,5120,8,4,Mobile,3GL,PHP,NESMA,Infrastructure Software,Internet Banking,Other,2.71,20.812,8
776,79.04,988,1027.79,33600,15,14,Enterprise,3GL,.Net,FiSMA,Business Application,IT Management,New Development,0.2,4.705,15
777,124.17,839,803.57,7200,9,5,Mobile,3GL,C,COSMIC,Mathematically Intensive Application,IT Management,New Development,4.68,18.644,9
778,47.84,598,597.36,4800,15,2,Embedded,3GL,ASP.Net,FiSMA,Mathematically Intensive Application,Transaction System,Other,2.93,19.933,15
779,18.68,934,970.66,17920,16,7,Enterprise,4GL,PowerBuilder,IFPUG 4+,Mathematically Intensive Application,Internet Banking,Other,1.39,8.339,16
780,36.2,724,715.94,7680,16,3,Mobile,3GL,Visual Basic,COSMIC,Mathematically Intensive Application,Transaction System,Re-development,3.49,15.083,16
781,62.72,784,744.96,5600,7,5,Embedded,3GL,Javascript,IFPUG 4+,Real-Time Application,Website,Re-development,2.43,22.4,7
782,25.38,423,452.38,3840,12,2,Embedded,3GL,C++,COSMIC,Mathematically Intensive Application,IT Management,Other,4.51,17.625,12
783,29.68,503,462.94,6240,13,3,Embedded,3GL,C#,IFPUG 4+,Infrastructure Software,Transaction System,Enhancement,1.88,12.897,13
784,4.08,204,208.67,1440,3,3,Enterprise,4GL,ABAP,FiSMA,Real-Time Application,Transaction System,Not Defined,0.39,22.667,3
785,67.84,848,867.07,6720,7,6,Enterprise,3GL,Python,NESMA,Real-Time Application,Air Traffic Management,Enhancement,3.88,20.19,7
786,55.38,923,884.24,11200,14,5,Web,3GL,C++,COSMIC,Mathematically Intensive Application,Human Resources,New Development,4.04,13.186,14
787,30.12,502,466.24,10880,17,4,Mobile,3GL,C++,NESMA,Business Application,E-Business,New Development,1.37,7.382,17
788,20.24,253,272.86,5120,16,2,Embedded,3GL,Python,IFPUG 4+,Business Application,Internet Banking,Not Defined,1.21,7.906,16
789,57.41,973,962.19,3840,6,4,Web,3GL,C#,FiSMA,Infrastructure Software,E-Business,Not Defined,1.82,40.542,6
790,13.04,652,671.28,23040,16,9,Enterprise,4GL,ABAP,NESMA,Infrastructure Software,Air Traffic Management,Other,0.47,4.528,16
791,89.39,604,587.61,8160,17,3,Mobile,3GL,C,IFPUG 4+,Mathematically Intensive Application,Internet Banking,Re-development,4.52,11.843,17
792,79.68,996,977.95,10400,13,5,Embedded,3GL,Javascript,FiSMA,Real-Time Application,Air Traffic Management,Other,4.34,15.323,13
793,14.4,288,301.06,3200,10,2,Mobile,3GL,Visual Basic,NESMA,Real-Time Application,Website,Other,2.41,14.4,10
794,8.24,103,104.56,5280,3,11,Enterprise,3GL,Javascript,COSMIC,Business Application,IT Management,Re-development,0.9,3.121,3
795,6.94,347,357.06,19040,17,7,Enterprise,4GL,Oracle Forms,FiSMA,Business Application,E-Business,Other,0.37,2.916,17
796,74.32,929,934.95,3520,11,2,Mobile,3GL,ASP.Net,FiSMA,Real-Time Application,Website,New Development,1.25,42.227,11
797,34.0,425,387.14,4800,10,3,Embedded,3GL,Javascript,FiSMA,Business Application,Internet Banking,Not Defined,0.49,14.167,10
798,2.39,184,189.59,14400,18,5,Enterprise,4GL,SQL,FiSMA,Infrastructure Software,IT Management,Other,0.2,2.044,18
799,73.12,914,857.54,6400,8,5,Embedded,3GL,PHP,COSMIC,Infrastructure Software,Human Resources,Not Defined,3.93,22.85,8
800,31.14,519,544.11,4800,15,2,Embedded,3GL,Java,FiSMA,Business Application,IT Management,Enhancement,0.75,17.3,15
801,8.1,405,441.29,12320,11,7,Enterprise,4GL,ABAP,NESMA,Infrastructure Software,Internet Banking,New Development,0.53,5.26,11
802,18.3,305,282.15,10400,13,5,Mobile,3GL,C++,FiSMA,Business Application,Human Resources,Not Defined,1.5,4.692,13
803,67.12,839,920.36,6400,8,5,Embedded,3GL,.Net,NESMA,Infrastructure Software,Transaction System,New Development,2.57,20.975,8
804,112.48,760,706.74,10400,13,5,Mobile,3GL,C,IFPUG 4+,Infrastructure Software,E-Business,Re-development,2.66,11.692,13
805,6.02,301,301.62,10880,17,4,Enterprise,4GL,PowerBuilder,IFPUG 4+,Infrastructure Software,E-Business,Enhancement,0.87,4.426,17
806,60.0,750,722.13,14080,11,8,Web,3GL,Javascript,COSMIC,Mathematically Intensive Application,IT Management,Re-development,2.45,8.523,11
807,52.72,659,632.19,4160,13,2,Embedded,3GL,ASP.Net,NESMA,Business Application,Transaction System,New Development,1.19,25.346,13
808,29.75,201,212.29,7040,11,4,Mobile,3GL,C,FiSMA,Real-Time Application,E-Business,Other,1.69,4.568,11
809,10.8,180,195.59,3200,4,5,Embedded,3GL,C++,COSMIC,Mathematically Intensive Application,Internet Banking,Not Defined,3.79,9.0,4
810,11.51,195,177.42,3840,3,8,Web,3GL,C#,COSMIC,Real-Time Application,Internet Banking,Not Defined,1.49,8.125,3
811,70.6,477,498.84,5280,11,3,Mobile,3GL,C,COSMIC,Real-Time Application,Human Resources,New Development,2.1,14.455,11
812,68.96,862,784.75,4800,15,2,Mobile,3GL,Javascript,NESMA,Mathematically Intensive Application,Transaction System,Enhancement,1.85,28.733,15
813,35.12,439,438.06,2400,3,5,Web,3GL,Python,IFPUG 4+,Mathematically Intensive Application,IT Management,Re-development,3.8,29.267,3
814,14.0,175,180.99,2880,9,2,Mobile,3GL,ASP.Net,IFPUG 4+,Infrastructure Software,E-Business,Enhancement,3.2,9.722,9
815,75.84,948,925.35,3840,6,4,Embedded,3GL,ASP.Net,IFPUG 4+,Infrastructure Software,Internet Banking,Re-development,4.14,39.5,6
816,18.16,227,224.88,2400,5,3,Web,3GL,PHP,COSMIC,Business Application,E-Business,Other,1.22,15.133,5
817,25.9,518,467.38,1440,3,3,Embedded,3GL,Visual Basic,COSMIC,Mathematically Intensive Application,Internet Banking,New Development,4.88,57.556,3
818,48.0,800,735.6,10400,13,5,Mobile,3GL,C++,NESMA,Business Application,Human Resources,Other,0.85,12.308,13
819,146.22,988,1040.79,8000,5,10,Enterprise,3GL,C,IFPUG 4+,Mathematically Intensive Application,Human Resources,Enhancement,2.72,19.76,5
820,33.12,552,536.46,12800,10,8,Web,3GL,C++,NESMA,Infrastructure Software,Transaction System,Other,1.72,6.9,10
821,74.48,931,997.51,11200,14,5,Enterprise,3GL,Javascript,COSMIC,Business Application,Human Resources,Not Defined,0.49,13.3,14
822,52.32,654,710.59,16320,17,6,Enterprise,3GL,.Net,IFPUG 4+,Real-Time Application,Human Resources,Not Defined,2.24,6.412,17
823,5.0,250,257.91,6400,5,8,Enterprise,4GL,PowerBuilder,COSMIC,Infrastructure Software,Website,Re-development,0.85,6.25,5
824,75.12,939,962.52,14400,9,10,Enterprise,3GL,.Net,COSMIC,Business Application,Website,Enhancement,0.94,10.433,9
825,70.64,883,968.1,2560,4,4,Embedded,3GL,.Net,FiSMA,Mathematically Intensive Application,IT Management,New Development,1.99,55.188,4
826,56.34,939,854.83,4480,14,2,Embedded,3GL,C++,IFPUG 4+,Mathematically Intensive Application,Internet Banking,Other,2.15,33.536,14
827,34.4,430,403.46,2400,3,5,Mobile,3GL,ASP.Net,IFPUG 4+,Real-Time Application,Air Traffic Management,Other,4.74,28.667,3
828,49.28,616,644.67,3360,7,3,Embedded,3GL,Python,COSMIC,Mathematically Intensive Application,Transaction System,Not Defined,1.27,29.333,7
829,2.05,158,163.62,11520,18,4,Enterprise,4GL,SQL,IFPUG 4+,Infrastructure Software,Air Traffic Management,New Development,0.63,2.194,18
830,48.67,825,797.36,7680,16,3,Mobile,3GL,C#,NESMA,Infrastructure Software,E-Business,New Development,2.5,17.188,16
831,44.08,551,604.12,6400,8,5,Embedded,3GL,Javascript,FiSMA,Business Application,Transaction System,Enhancement,1.15,13.775,8
832,46.47,314,288.85,14400,18,5,Web,3GL,C,COSMIC,Real-Time Application,Internet Banking,New Development,4.0,3.489,18
833,127.13,859,943.24,3200,4,5,Embedded,3GL,C,FiSMA,Real-Time Application,Internet Banking,Re-development,4.77,42.95,4
834,23.0,460,459.1,30720,16,12,Web,3GL,Visual Basic,FiSMA,Business Application,Human Resources,New Development,0.87,2.396,16
835,2.32,116,117.2,13440,7,12,Enterprise,4GL,Oracle Forms,IFPUG 4+,Business Application,Human Resources,Enhancement,1.47,1.381,7
836,46.8,780,817.11,2880,6,3,Embedded,3GL,Java,COSMIC,Infrastructure Software,Website,Enhancement,2.69,43.333,6
837,48.97,830,833.27,8320,13,4,Embedded,3GL,C#,FiSMA,Real-Time Application,Human Resources,Not Defined,3.42,15.962,13
838,11.82,197,186.82,8960,14,4,Web,3GL,C++,COSMIC,Real-Time Application,Website,Re-development,3.2,3.518,14
839,21.2,265,289.83,5760,9,4,Mobile,3GL,Python,NESMA,Mathematically Intensive Application,Transaction System,Other,1.31,7.361,9
840,61.44,768,839.08,12480,13,6,Enterprise,3GL,PHP,NESMA,Mathematically Intensive Application,Website,Enhancement,2.72,9.846,13
841,19.76,247,251.89,4000,5,5,Mobile,3GL,PHP,FiSMA,Mathematically Intensive Application,IT Management,Not Defined,3.59,9.88,5
842,75.92,513,527.53,2400,5,3,Embedded,3GL,C,IFPUG 4+,Mathematically Intensive Application,Website,New Development,2.49,34.2,5
843,30.56,382,395.45,5760,18,2,Mobile,3GL,.Net,IFPUG 4+,Mathematically Intensive Application,Air Traffic Management,Enhancement,3.44,10.611,18
844,16.88,844,888.37,29120,14,13,Enterprise,4GL,ABAP,COSMIC,Business Application,E-Business,Not Defined,0.2,4.637,14
845,11.02,551,603.17,21120,11,12,Enterprise,4GL,ABAP,FiSMA,Infrastructure Software,Air Traffic Management,Re-development,0.4,4.174,11
846,3.56,178,181.79,14400,18,5,Enterprise,4GL,PowerBuilder,COSMIC,Business Application,Human Resources,Re-development,0.21,1.978,18
847,20.82,347,353.08,7680,16,3,Embedded,3GL,C++,NESMA,Business Application,Website,Re-development,1.08,7.229,16
848,19.15,383,368.73,8640,9,6,Web,3GL,Visual Basic,NESMA,Business Application,Internet Banking,New Development,0.53,7.093,9
849,5.26,263,287.71,11520,6,12,Enterprise,4GL,PowerBuilder,NESMA,Business Application,Internet Banking,Enhancement,1.14,3.653,6
850,11.6,145,133.23,23040,18,8,Web,3GL,PHP,IFPUG 4+,Mathematically Intensive Application,Website,New Development,3.66,1.007,18
851,18.82,941,941.78,5120,4,8,Enterprise,4GL,Oracle Forms,FiSMA,Infrastructure Software,Air Traffic Management,New Development,0.32,29.406,4
852,48.48,606,555.62,4480,14,2,Embedded,3GL,Javascript,IFPUG 4+,Infrastructure Software,IT Management,Re-development,4.45,21.643,14
853,44.58,743,733.25,4160,13,2,Embedded,3GL,C++,COSMIC,Mathematically Intensive Application,E-Business,Not Defined,1.04,28.577,13
854,27.76,347,320.25,22880,11,13,Web,3GL,Python,NESMA,Mathematically Intensive Application,E-Business,Not Defined,3.68,2.427,11
855,18.66,311,292.59,1920,3,4,Embedded,3GL,C++,COSMIC,Real-Time Application,Website,Enhancement,4.27,25.917,3
856,16.8,210,220.03,11520,18,4,Embedded,3GL,PHP,COSMIC,Infrastructure Software,Air Traffic Management,New Development,1.99,2.917,18
857,37.2,465,477.59,6400,10,4,Enterprise,3GL,ASP.Net,IFPUG 4+,Business Application,Human Resources,Not Defined,0.66,11.625,10
858,74.32,929,948.83,11520,18,4,Embedded,3GL,ASP.Net,FiSMA,Infrastructure Software,Transaction System,Re-development,1.32,12.903,18
859,32.24,403,376.12,5120,8,4,Web,3GL,.Net,COSMIC,Mathematically Intensive Application,Website,Not Defined,2.53,12.594,8
860,21.04,263,285.76,3200,10,2,Mobile,3GL,Javascript,IFPUG 4+,Infrastructure Software,Air Traffic Management,Re-development,1.8,13.15,10
861,57.17,969,1016.07,10400,13,5,Mobile,3GL,C#,IFPUG 4+,Business Application,Air Traffic Management,Other,0.88,14.908,13
862,63.2,790,832.78,3520,11,2,Mobile,3GL,.Net,IFPUG 4+,Mathematically Intensive Application,Human Resources,New Development,1.82,35.909,11
863,9.33,718,756.65,6720,14,3,Enterprise,4GL,SQL,FiSMA,Infrastructure Software,Human Resources,Other,0.68,17.095,14
864,47.58,793,850.07,4800,10,3,Mobile,3GL,Java,FiSMA,Real-Time Application,Website,Enhancement,4.15,26.433,10
865,69.52,869,836.87,27040,13,13,Web,3GL,PHP,IFPUG 4+,Mathematically Intensive Application,Air Traffic Management,New Development,3.82,5.142,13
866,15.58,779,813.47,29120,13,14,Enterprise,4GL,ABAP,IFPUG 4+,Real-Time Application,Human Resources,New Development,1.42,4.28,13
867,15.28,191,179.91,23040,18,8,Web,3GL,PHP,FiSMA,Mathematically Intensive Application,Internet Banking,New Development,2.78,1.326,18
868,22.72,284,261.31,23040,18,8,Web,3GL,.Net,NESMA,Infrastructure Software,IT Management,Other,2.63,1.972,18
869,77.92,974,924.43,13440,14,6,Web,3GL,ASP.Net,NESMA,Business Application,Air Traffic Management,Enhancement,0.34,11.595,14
870,73.76,922,961.27,1920,4,3,Embedded,3GL,Python,IFPUG 4+,Business Application,Air Traffic Management,Other,0.73,76.833,4
871,14.26,713,724.37,3360,3,7,Enterprise,4GL,PowerBuilder,COSMIC,Business Application,Transaction System,Re-development,0.44,33.952,3
872,7.2,120,128.96,12000,15,5,Enterprise,3GL,Java,FiSMA,Business Application,Human Resources,Re-development,1.27,1.6,15
873,102.71,694,639.93,960,3,2,Embedded,3GL,C,FiSMA,Infrastructure Software,Air Traffic Management,Re-development,2.24,115.667,3
874,32.58,543,536.84,4320,9,3,Embedded,3GL,C++,IFPUG 4+,Real-Time Application,Website,Other,2.02,20.111,9
875,12.8,160,155.32,8000,10,5,Mobile,3GL,PHP,COSMIC,Infrastructure Software,IT Management,Re-development,4.16,3.2,10
876,8.2,410,418.86,25920,18,9,Enterprise,4GL,Oracle Forms,COSMIC,Infrastructure Software,Website,Other,1.22,2.531,18
877,43.26,721,700.01,5760,12,3,Mobile,3GL,C++,FiSMA,Infrastructure Software,IT Management,Enhancement,4.76,20.028,12
878,15.68,196,188.89,3520,11,2,Mobile,3GL,ASP.Net,IFPUG 4+,Business Application,Air Traffic Management,Re-development,0.3,8.909,11
879,30.78,208,208.13,5280,11,3,Mobile,3GL,C,FiSMA,Real-Time Application,IT Management,Re-development,4.44,6.303,11
880,42.0,525,565.36,7200,9,5,Embedded,3GL,.Net,COSMIC,Infrastructure Software,E-Business,Enhancement,2.85,11.667,9
881,75.92,513,506.76,5280,11,3,Mobile,3GL,C,FiSMA,Infrastructure Software,Website,Enhancement,1.64,15.545,11
882,114.85,776,762.2,12800,16,5,Mobile,3GL,C,FiSMA,Business Application,Human Resources,Not Defined,0.7,9.7,16
883,57.84,723,667.7,2880,9,2,Mobile,3GL,Python,NESMA,Mathematically Intensive Application,Air Traffic Management,Not Defined,1.01,40.167,9
884,43.92,549,552.5,3200,4,5,Embedded,3GL,Javascript,COSMIC,Infrastructure Software,Air Traffic Management,Enhancement,2.19,27.45,4
885,68.56,857,778.46,7680,16,3,Web,3GL,PHP,IFPUG 4+,Mathematically Intensive Application,IT Management,Enhancement,1.66,17.854,16
886,35.88,598,567.09,8160,17,3,Mobile,3GL,Java,IFPUG 4+,Infrastructure Software,IT Management,Other,1.42,11.725,17
887,61.84,773,775.97,10400,13,5,Embedded,3GL,ASP.Net,NESMA,Infrastructure Software,IT Management,Not Defined,1.98,11.892,13
888,17.3,346,319.83,6400,8,5,Web,3GL,Visual Basic,NESMA,Mathematically Intensive Application,IT Management,Other,1.88,8.65,8
889,40.88,511,489.12,31200,15,13,Web,3GL,Python,IFPUG 4+,Real-Time Application,IT Management,New Development,2.66,2.621,15
890,31.04,388,382.49,3200,5,4,Mobile,3GL,Python,NESMA,Business Application,Website,Not Defined,1.11,19.4,5
891,16.44,274,267.25,2560,4,4,Web,3GL,Java,FiSMA,Real-Time Application,IT Management,Re-development,2.65,17.125,4
